Material_ID,Category,Sub_Category,Brand,Product_Name,Image_URL,Product_Page_URL,Specification,Grade,Size,Thickness,Colour,Unit,Pack_Size,Price_INR,Min_Price_INR,Max_Price_INR,GST_Status,Quality_Rating,Durability_Rating,Application,Advantages,Disadvantages,Availability,Supplier_Location,Price_Type,Data_Status,Updated_Date
MAT0279,Electrical,Modular Switch,Havells,Havells Modular Switch Standard,https://images.unsplash.com/photo-1621905252507-b35492cc74b4?auto=format&fit=crop&w=900&q=80,https://www.havells.com/,ISI Marked,Standard,Standard,,Black,Meter,1 piece,3160.96,2844.86,3635.1,Verify current GST,5,3,"Wiring, switching and electrical distribution",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0280,Electrical,Conduit Pipe,Polycab,Polycab Conduit Pipe Standard,https://images.unsplash.com/photo-1621905252507-b35492cc74b4?auto=format&fit=crop&w=900&q=80,https://polycab.com/,FR,Standard,Standard,,Natural,Running Ft,1 m,167.01,150.31,192.06,Verify current GST,4,4,"Wiring, switching and electrical distribution",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0281,Electrical,Copper Wire,Finolex,Finolex Copper Wire Standard,https://images.unsplash.com/photo-1621905252507-b35492cc74b4?auto=format&fit=crop&w=900&q=80,https://www.finolex.com/,FRLS,Standard,Standard,,Silver,Piece,90 m,1935.82,1742.24,2226.19,Verify current GST,4,4,"Wiring, switching and electrical distribution",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0282,Electrical,MCB,KEI,KEI MCB Standard,https://images.unsplash.com/photo-1621905252507-b35492cc74b4?auto=format&fit=crop&w=900&q=80,https://www.kei-ind.com/,ISI Marked,Standard,Standard,,Brown,Meter,1 piece,390.16,351.14,448.68,Verify current GST,3,3,"Wiring, switching and electrical distribution",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0283,Electrical,Distribution Board,Havells,Havells Distribution Board Standard,https://images.unsplash.com/photo-1621905252507-b35492cc74b4?auto=format&fit=crop&w=900&q=80,https://www.havells.com/,FR,Standard,Standard,,Beige,Running Ft,1 m,2074.06,1866.65,2385.17,Verify current GST,5,4,"Wiring, switching and electrical distribution",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0284,Electrical,Modular Switch,Polycab,Polycab Modular Switch Standard,https://images.unsplash.com/photo-1621905252507-b35492cc74b4?auto=format&fit=crop&w=900&q=80,https://polycab.com/,FRLS,Standard,Standard,,Grey,Piece,90 m,2040.33,1836.3,2346.38,Verify current GST,4,3,"Wiring, switching and electrical distribution",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0285,Electrical,Conduit Pipe,Finolex,Finolex Conduit Pipe Standard,https://images.unsplash.com/photo-1621905252507-b35492cc74b4?auto=format&fit=crop&w=900&q=80,https://www.finolex.com/,ISI Marked,Standard,Standard,,Black,Meter,1 piece,862.44,776.2,991.81,Verify current GST,3,3,"Wiring, switching and electrical distribution",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0286,Electrical,Copper Wire,KEI,KEI Copper Wire Standard,https://images.unsplash.com/photo-1621905252507-b35492cc74b4?auto=format&fit=crop&w=900&q=80,https://www.kei-ind.com/,FR,Standard,Standard,,Multiple,Running Ft,1 m,2441.58,2197.42,2807.82,Verify current GST,5,5,"Wiring, switching and electrical distribution",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0287,Electrical,MCB,Havells,Havells MCB Standard,https://images.unsplash.com/photo-1621905252507-b35492cc74b4?auto=format&fit=crop&w=900&q=80,https://www.havells.com/,FRLS,Standard,Standard,,Natural,Piece,90 m,2282.7,2054.43,2625.1,Verify current GST,4,3,"Wiring, switching and electrical distribution",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0288,Electrical,Distribution Board,Polycab,Polycab Distribution Board Standard,https://images.unsplash.com/photo-1621905252507-b35492cc74b4?auto=format&fit=crop&w=900&q=80,https://polycab.com/,ISI Marked,Standard,Standard,,Black,Meter,1 piece,2369.09,2132.18,2724.45,Verify current GST,4,5,"Wiring, switching and electrical distribution",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0289,Electrical,Modular Switch,Finolex,Finolex Modular Switch Standard,https://images.unsplash.com/photo-1621905252507-b35492cc74b4?auto=format&fit=crop&w=900&q=80,https://www.finolex.com/,FR,Standard,Standard,,Grey,Running Ft,1 m,257.43,231.69,296.04,Verify current GST,5,3,"Wiring, switching and electrical distribution",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0290,Electrical,Conduit Pipe,KEI,KEI Conduit Pipe Standard,https://images.unsplash.com/photo-1621905252507-b35492cc74b4?auto=format&fit=crop&w=900&q=80,https://www.kei-ind.com/,FRLS,Standard,Standard,,Black,Piece,90 m,1130.69,1017.62,1300.29,Verify current GST,4,4,"Wiring, switching and electrical distribution",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0291,Electrical,Copper Wire,Havells,Havells Copper Wire Standard,https://images.unsplash.com/photo-1621905252507-b35492cc74b4?auto=format&fit=crop&w=900&q=80,https://www.havells.com/,ISI Marked,Standard,Standard,,Multiple,Meter,1 piece,1597.64,1437.88,1837.29,Verify current GST,3,3,"Wiring, switching and electrical distribution",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0292,Electrical,MCB,Polycab,Polycab MCB Standard,https://images.unsplash.com/photo-1621905252507-b35492cc74b4?auto=format&fit=crop&w=900&q=80,https://polycab.com/,FR,Standard,Standard,,Silver,Running Ft,1 m,4110.6,3699.54,4727.19,Verify current GST,4,4,"Wiring, switching and electrical distribution",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0293,Electrical,Distribution Board,Finolex,Finolex Distribution Board Standard,https://images.unsplash.com/photo-1621905252507-b35492cc74b4?auto=format&fit=crop&w=900&q=80,https://www.finolex.com/,FRLS,Standard,Standard,,White,Piece,90 m,2932.94,2639.65,3372.88,Verify current GST,4,4,"Wiring, switching and electrical distribution",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0294,Electrical,Modular Switch,KEI,KEI Modular Switch Standard,https://images.unsplash.com/photo-1621905252507-b35492cc74b4?auto=format&fit=crop&w=900&q=80,https://www.kei-ind.com/,ISI Marked,Standard,Standard,,Grey,Meter,1 piece,2188.71,1969.84,2517.02,Verify current GST,3,5,"Wiring, switching and electrical distribution",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0295,Electrical,Conduit Pipe,Havells,Havells Conduit Pipe Standard,https://images.unsplash.com/photo-1621905252507-b35492cc74b4?auto=format&fit=crop&w=900&q=80,https://www.havells.com/,FR,Standard,Standard,,Silver,Running Ft,1 m,2532.97,2279.67,2912.92,Verify current GST,3,4,"Wiring, switching and electrical distribution",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0296,Electrical,Copper Wire,Polycab,Polycab Copper Wire Standard,https://images.unsplash.com/photo-1621905252507-b35492cc74b4?auto=format&fit=crop&w=900&q=80,https://polycab.com/,FRLS,Standard,Standard,,White,Piece,90 m,3157.11,2841.4,3630.68,Verify current GST,5,4,"Wiring, switching and electrical distribution",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0297,Electrical,MCB,Finolex,Finolex MCB Standard,https://images.unsplash.com/photo-1621905252507-b35492cc74b4?auto=format&fit=crop&w=900&q=80,https://www.finolex.com/,ISI Marked,Standard,Standard,,Multiple,Meter,1 piece,2232.44,2009.2,2567.31,Verify current GST,4,4,"Wiring, switching and electrical distribution",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0298,Electrical,Distribution Board,KEI,KEI Distribution Board Standard,https://images.unsplash.com/photo-1621905252507-b35492cc74b4?auto=format&fit=crop&w=900&q=80,https://www.kei-ind.com/,FR,Standard,Standard,,Silver,Running Ft,1 m,4577.49,4119.74,5264.11,Verify current GST,4,3,"Wiring, switching and electrical distribution",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0299,Electrical,Modular Switch,Havells,Havells Modular Switch Standard,https://images.unsplash.com/photo-1621905252507-b35492cc74b4?auto=format&fit=crop&w=900&q=80,https://www.havells.com/,FRLS,Standard,Standard,,Silver,Piece,90 m,4645.91,4181.32,5342.8,Verify current GST,4,5,"Wiring, switching and electrical distribution",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0300,Electrical,Conduit Pipe,Polycab,Polycab Conduit Pipe Standard,https://images.unsplash.com/photo-1621905252507-b35492cc74b4?auto=format&fit=crop&w=900&q=80,https://polycab.com/,ISI Marked,Standard,Standard,,Natural,Meter,1 piece,2885.6,2597.04,3318.44,Verify current GST,5,4,"Wiring, switching and electrical distribution",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0301,Paint,Interior Emulsion,Asian Paints,Asian Paints Interior Emulsion Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://www.asianpaints.com/,Interior,Standard,Standard,,White,Litre,1 L,1580.34,1422.31,1817.39,Verify current GST,4,3,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0302,Paint,Exterior Emulsion,Berger,Berger Exterior Emulsion Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://www.bergerpaints.com/,Exterior,Standard,Standard,,Natural,Kg,4 L,3533.42,3180.08,4063.43,Verify current GST,4,4,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0303,Paint,Primer,Nerolac,Nerolac Primer Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://www.nerolac.com/,Water Based,Standard,Standard,,White,Litre,10 L,4777.04,4299.34,5493.6,Verify current GST,4,4,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0304,Paint,Enamel,Indigo Paints,Indigo Paints Enamel Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://indigopaints.com/,Solvent Based,Standard,Standard,,Beige,Kg,20 L,1105.53,994.98,1271.36,Verify current GST,4,4,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0305,Paint,Waterproofing Paint,Asian Paints,Asian Paints Waterproofing Paint Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://www.asianpaints.com/,Interior,Standard,Standard,,Multiple,Litre,1 L,4984.56,4486.1,5732.24,Verify current GST,3,4,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0306,Paint,Interior Emulsion,Berger,Berger Interior Emulsion Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://www.bergerpaints.com/,Exterior,Standard,Standard,,Natural,Kg,4 L,3112.18,2800.96,3579.01,Verify current GST,5,4,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0307,Paint,Exterior Emulsion,Nerolac,Nerolac Exterior Emulsion Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://www.nerolac.com/,Water Based,Standard,Standard,,Multiple,Litre,10 L,1134.05,1020.64,1304.16,Verify current GST,3,5,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0308,Paint,Primer,Indigo Paints,Indigo Paints Primer Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://indigopaints.com/,Solvent Based,Standard,Standard,,Natural,Kg,20 L,4170.35,3753.32,4795.9,Verify current GST,4,3,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0309,Paint,Enamel,Asian Paints,Asian Paints Enamel Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://www.asianpaints.com/,Interior,Standard,Standard,,Multiple,Litre,1 L,3386.37,3047.73,3894.33,Verify current GST,4,5,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0310,Paint,Waterproofing Paint,Berger,Berger Waterproofing Paint Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://www.bergerpaints.com/,Exterior,Standard,Standard,,White,Kg,4 L,417.68,375.91,480.33,Verify current GST,4,4,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0311,Paint,Interior Emulsion,Nerolac,Nerolac Interior Emulsion Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://www.nerolac.com/,Water Based,Standard,Standard,,Multiple,Litre,10 L,4254.29,3828.86,4892.43,Verify current GST,3,5,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0312,Paint,Exterior Emulsion,Indigo Paints,Indigo Paints Exterior Emulsion Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://indigopaints.com/,Solvent Based,Standard,Standard,,Brown,Kg,20 L,3847.68,3462.91,4424.83,Verify current GST,3,5,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0313,Paint,Primer,Asian Paints,Asian Paints Primer Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://www.asianpaints.com/,Interior,Standard,Standard,,Grey,Litre,1 L,2212.05,1990.85,2543.86,Verify current GST,5,4,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0314,Paint,Enamel,Berger,Berger Enamel Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://www.bergerpaints.com/,Exterior,Standard,Standard,,Beige,Kg,4 L,3027.31,2724.58,3481.41,Verify current GST,4,3,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0315,Paint,Waterproofing Paint,Nerolac,Nerolac Waterproofing Paint Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://www.nerolac.com/,Water Based,Standard,Standard,,Beige,Litre,10 L,427.38,384.64,491.49,Verify current GST,5,5,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0316,Paint,Interior Emulsion,Indigo Paints,Indigo Paints Interior Emulsion Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://indigopaints.com/,Solvent Based,Standard,Standard,,Silver,Kg,20 L,2479.84,2231.86,2851.82,Verify current GST,4,5,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0317,Paint,Exterior Emulsion,Asian Paints,Asian Paints Exterior Emulsion Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://www.asianpaints.com/,Interior,Standard,Standard,,White,Litre,1 L,5074.62,4567.16,5835.81,Verify current GST,3,4,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0318,Paint,Primer,Berger,Berger Primer Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://www.bergerpaints.com/,Exterior,Standard,Standard,,Black,Kg,4 L,2263.65,2037.29,2603.2,Verify current GST,5,4,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0319,Paint,Enamel,Nerolac,Nerolac Enamel Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://www.nerolac.com/,Water Based,Standard,Standard,,White,Litre,10 L,4754.0,4278.6,5467.1,Verify current GST,4,4,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0320,Paint,Waterproofing Paint,Indigo Paints,Indigo Paints Waterproofing Paint Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://indigopaints.com/,Solvent Based,Standard,Standard,,Black,Kg,20 L,3862.91,3476.62,4442.35,Verify current GST,4,4,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0321,Paint,Interior Emulsion,Asian Paints,Asian Paints Interior Emulsion Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://www.asianpaints.com/,Interior,Standard,Standard,,White,Litre,1 L,6295.84,5666.26,7240.22,Verify current GST,5,4,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0322,Paint,Exterior Emulsion,Berger,Berger Exterior Emulsion Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://www.bergerpaints.com/,Exterior,Standard,Standard,,Beige,Kg,4 L,2136.56,1922.9,2457.04,Verify current GST,5,4,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0323,Paint,Primer,Nerolac,Nerolac Primer Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://www.nerolac.com/,Water Based,Standard,Standard,,Natural,Litre,10 L,4415.14,3973.63,5077.41,Verify current GST,3,5,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0324,Paint,Enamel,Indigo Paints,Indigo Paints Enamel Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://indigopaints.com/,Solvent Based,Standard,Standard,,Brown,Kg,20 L,295.22,265.7,339.5,Verify current GST,4,4,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0325,Paint,Waterproofing Paint,Asian Paints,Asian Paints Waterproofing Paint Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://www.asianpaints.com/,Interior,Standard,Standard,,Brown,Litre,1 L,2339.75,2105.78,2690.71,Verify current GST,5,4,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0326,Paint,Interior Emulsion,Berger,Berger Interior Emulsion Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://www.bergerpaints.com/,Exterior,Standard,Standard,,Black,Kg,4 L,6499.85,5849.87,7474.83,Verify current GST,4,3,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0327,Paint,Exterior Emulsion,Nerolac,Nerolac Exterior Emulsion Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://www.nerolac.com/,Water Based,Standard,Standard,,Natural,Litre,10 L,5516.79,4965.11,6344.31,Verify current GST,3,3,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0328,Paint,Primer,Indigo Paints,Indigo Paints Primer Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://indigopaints.com/,Solvent Based,Standard,Standard,,Beige,Kg,20 L,5718.8,5146.92,6576.62,Verify current GST,4,5,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0329,Paint,Enamel,Asian Paints,Asian Paints Enamel Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://www.asianpaints.com/,Interior,Standard,Standard,,Grey,Litre,1 L,1205.4,1084.86,1386.21,Verify current GST,4,5,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0330,Paint,Waterproofing Paint,Berger,Berger Waterproofing Paint Standard,https://images.unsplash.com/photo-1562259949-e8e7689d7828?auto=format&fit=crop&w=900&q=80,https://www.bergerpaints.com/,Exterior,Standard,Standard,,Black,Kg,4 L,2776.63,2498.97,3193.12,Verify current GST,4,5,Interior and exterior finishing,Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0331,Plywood,MR Plywood,CenturyPly,CenturyPly MR Plywood 6 mm,https://images.unsplash.com/photo-1600566753086-00f18fb6b3ea?auto=format&fit=crop&w=900&q=80,https://www.centuryply.com/,IS 303,Standard,6 mm,6 mm,Brown,Sq Ft,1 sq ft,214.19,192.77,246.32,Verify current GST,5,4,"Furniture, doors and interiors",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0332,Plywood,BWR Plywood,Greenply,Greenply BWR Plywood 8 mm,https://images.unsplash.com/photo-1600566753086-00f18fb6b3ea?auto=format&fit=crop&w=900&q=80,https://www.greenply.com/,IS 710,Standard,8 mm,8 mm,Natural,Sq Ft,8x4 ft sheet,132.25,119.03,152.09,Verify current GST,5,4,"Furniture, doors and interiors",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0333,Plywood,BWP Plywood,Greenpanel,Greenpanel BWP Plywood 12 mm,https://images.unsplash.com/photo-1600566753086-00f18fb6b3ea?auto=format&fit=crop&w=900&q=80,https://www.greenpanel.com/,IS 303,Standard,12 mm,12 mm,Black,Sq Ft,1 sq ft,200.49,180.44,230.56,Verify current GST,5,5,"Furniture, doors and interiors",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0334,Plywood,Marine Plywood,Kitply,Kitply Marine Plywood 18 mm,https://images.unsplash.com/photo-1600566753086-00f18fb6b3ea?auto=format&fit=crop&w=900&q=80,https://www.kitply.com/,IS 710,Standard,18 mm,18 mm,Brown,Sq Ft,8x4 ft sheet,218.95,197.06,251.79,Verify current GST,5,4,"Furniture, doors and interiors",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
MAT0335,Plywood,MR Plywood,CenturyPly,CenturyPly MR Plywood 19 mm,https://images.unsplash.com/photo-1600566753086-00f18fb6b3ea?auto=format&fit=crop&w=900&q=80,https://www.centuryply.com/,IS 303,Standard,19 mm,19 mm,Grey,Sq Ft,1 sq ft,223.23,200.91,256.71,Verify current GST,4,4,"Furniture, doors and interiors",Suitable for standard construction applications,"Verify grade, compatibility and supplier quality before purchase",Check local supplier,India,Indicative demo/reference price,Synthetic catalog row for prototype,2026-09-16
